Place_Name,Date,Road_Type,Day_Type,Weather,Morning_Traffic,Afternoon_Traffic,Evening_Traffic,Night_Traffic,Peak_Hour_Traffic,Two_Wheelers,Cars,Auto_Rickshaws,Buses,Trucks,Heavy_Vehicles_Total,Avg_Speed_kmph,Signal_Delay_sec,Accident_Count,Accident_Level,Noise_Level_dB,Air_Quality_Index,CO2_Emission_Index,Road_Width_m,Lane_Count,Pedestrian_Count,Parking_Occupancy_%,School_Zone,Hospital_Nearby,Market_Nearby,Bus_Stop_Nearby,CCTV_Available,Street_Light,Violation_Count,Rainfall_mm,Temperature_C,Holiday,Road_Work,Public_Event,Traffic_Police_Presence,Congestion_Level,Overall_Traffic_Index,Emergency_Response_Time_min,Fuel_Consumption_Index,Road_Condition_Index,Min_Speed_kmph,Max_Speed_kmph,Average_Waiting_Time_sec,Signal_Count,Signal_Status
Punjai Puliyampatti,2023-04-15,SH,Weekday,Rainy,680,2217,3127,689,4893,1255,235,175,306,548,877,37,37,4,Minor,45,159,113,18,1,245,20,0,1,0,0,1,1,15,9,21,1,0,1,0,High,88,22,134,62,25,64,317,5,Average
Vellode,2023-04-16,Village Road,Weekend,Fog,1407,2542,1606,1143,2490,362,1830,625,38,185,152,69,233,0,Minor,90,187,174,28,3,143,69,0,0,1,1,0,0,9,58,29,0,1,1,1,Medium,67,12,56,60,17,64,366,3,Average
Alangiyam,2023-04-17,NH,Weekend,Fog,2671,2620,602,892,2112,1716,1304,753,392,256,740,29,201,4,,47,214,160,15,2,882,15,0,0,1,1,1,0,23,67,30,0,0,1,1,High,40,22,94,76,25,94,106,4,Average
Alangiyam,2023-04-18,SH,Weekday,Fog,1048,2762,1283,224,3249,1305,1530,704,97,432,613,66,52,3,Major,84,279,116,9,3,988,49,1,0,0,0,1,1,35,119,22,0,0,1,1,Medium,64,24,52,48,22,57,373,1,Poor
Bhavani Sagar,2023-04-19,NH,Weekend,Hot,685,1614,1840,1484,1682,618,1924,102,268,180,824,20,112,4,Minor,67,285,196,7,2,1173,87,0,0,1,1,0,0,29,4,20,0,1,0,1,Medium,44,19,81,65,10,43,57,7,Poor
Erode,2023-04-20,City Road,Weekend,Clear,1696,1817,1235,493,3158,1668,759,559,288,177,382,33,37,2,Minor,46,119,71,6,3,166,12,1,1,1,1,0,1,7,118,31,1,1,1,1,High,78,10,143,55,10,40,214,4,Average
Chennimalai,2023-04-21,Village Road,Weekend,Cloudy,655,2122,3257,1016,1145,1431,315,303,55,538,531,69,36,1,Minor,84,63,162,29,2,164,42,1,0,0,0,1,1,8,90,27,0,1,1,0,High,41,26,116,53,24,40,144,9,Average
Nambiyur,2023-04-22,NH,Weekday,Rainy,1466,1342,2954,1124,2019,1949,1389,202,66,581,630,42,67,4,Major,86,281,57,9,3,1001,24,1,0,0,1,1,0,0,62,33,0,1,0,1,Medium,55,14,79,67,29,61,165,4,Average
Erode,2023-04-23,City Road,Weekend,Hot,469,1464,1271,554,3674,867,168,284,178,544,327,43,142,3,Major,64,276,71,12,2,1067,62,1,1,1,0,1,0,2,55,41,1,0,1,1,High,52,24,124,79,29,73,218,1,Good
Nasiyanur,2023-04-24,SH,Weekday,Hot,2350,3244,2992,1249,1791,1284,247,530,352,355,109,27,151,2,Major,59,202,59,6,5,906,18,1,1,1,0,1,1,12,42,25,1,1,1,1,Medium,46,27,120,85,15,77,224,4,Good
Kodumudi,2023-04-25,SH,Weekday,Rainy,2793,2974,2782,1091,1354,1968,1514,145,153,499,613,55,267,1,Major,58,149,118,16,4,913,61,0,0,0,0,0,1,32,92,28,0,1,1,0,High,98,28,39,98,19,78,222,2,Good
Erode,2023-04-26,SH,Weekend,Clear,869,432,2531,1091,2649,1882,1420,306,165,258,581,53,93,4,Major,50,129,52,20,5,571,28,1,0,1,1,0,0,5,38,35,1,1,1,0,High,86,29,55,81,11,91,367,1,Poor
Bhavani,2023-04-27,City Road,Weekend,Fog,567,3372,1812,324,3714,2482,1977,187,175,420,367,68,151,3,,72,131,145,22,3,186,62,0,1,1,1,1,1,4,78,30,1,1,1,0,High,81,18,57,75,14,76,176,6,Average
Gobichettipalayam,2023-04-28,NH,Weekend,Rainy,1021,2941,986,234,1336,1035,213,142,387,338,874,20,46,3,Minor,56,108,175,13,3,684,98,0,1,1,1,1,1,44,4,23,1,0,1,0,Medium,71,25,83,77,12,43,142,3,Good
Gobichettipalayam,2023-04-29,City Road,Weekend,Cloudy,2449,1557,1371,792,2760,1058,764,267,335,89,514,28,179,2,Major,66,239,176,24,5,657,74,1,0,1,0,1,1,5,91,25,1,0,0,1,High,55,18,92,60,22,97,66,3,Average
Vellode,2023-04-30,City Road,Weekend,Rainy,2861,3294,1436,665,975,2465,1511,344,272,64,894,28,118,4,,75,298,55,9,1,579,53,0,1,1,0,0,1,47,92,22,1,1,1,0,Low,39,28,32,40,15,73,265,8,Poor
Thalavadi,2023-05-01,SH,Weekend,Rainy,1722,1796,2801,454,3667,2286,1702,537,231,372,353,31,111,0,Minor,58,187,68,23,5,983,12,1,1,0,0,0,1,5,35,33,0,0,0,1,High,30,20,107,41,14,99,20,2,Average
Ammapet,2023-05-02,SH,Weekend,Hot,1496,622,2799,360,2747,2170,962,66,396,229,736,61,59,4,Minor,51,84,64,25,4,103,79,1,1,1,0,0,1,24,20,37,1,1,0,1,High,68,29,81,65,29,51,114,8,Poor
Bhavani Sagar,2023-05-03,NH,Weekend,Hot,2630,703,2923,611,3765,1263,1823,698,31,413,715,64,133,2,Major,78,97,75,20,5,655,61,1,0,1,1,0,1,17,12,35,0,1,0,0,Medium,99,33,120,53,11,57,34,3,Poor
Poondurai,2023-05-04,City Road,Weekend,Cloudy,1613,1898,1693,1364,823,2210,156,732,248,427,791,31,62,1,Major,87,87,135,5,3,491,65,1,1,1,1,0,1,15,106,35,1,0,1,0,Low,85,21,97,71,16,52,398,9,Good
Thalavadi,2023-05-05,City Road,Weekday,Hot,1918,1460,3942,685,2034,1311,901,341,141,66,492,55,60,4,Major,66,204,78,17,1,259,48,0,0,0,1,0,1,37,32,20,0,1,0,1,High,33,22,103,51,22,68,58,6,Poor
Ammapet,2023-05-06,Village Road,Weekend,Fog,605,2072,1353,1082,1919,1122,1554,364,394,513,222,63,75,1,Minor,69,186,42,10,5,978,99,1,1,0,0,1,0,8,119,33,0,0,1,0,Low,59,30,86,70,20,51,386,8,Average
Alangiyam,2023-05-07,SH,Weekend,Clear,1247,2667,3250,477,4385,721,490,61,180,306,185,42,89,2,,58,51,180,6,1,698,50,0,0,1,1,0,1,28,17,31,0,0,1,0,Medium,95,19,117,86,26,57,103,9,Good
Solar,2023-05-08,NH,Weekday,Fog,2367,3304,1153,803,3984,363,1197,373,292,283,346,30,36,2,Minor,80,58,57,5,1,390,98,0,1,0,0,0,1,3,55,22,1,1,1,0,High,94,23,134,97,27,66,152,6,Poor
Chennimalai,2023-05-09,Village Road,Weekend,Rainy,2382,1818,1097,1223,3271,2056,762,486,120,264,261,26,116,4,,78,176,188,10,2,521,11,0,1,0,1,0,0,44,100,36,1,0,0,0,Low,48,38,143,54,26,70,237,7,Poor
Ammapet,2023-05-10,NH,Weekday,Clear,2167,558,3621,1199,2042,1789,970,454,182,392,478,15,241,1,,82,269,118,5,3,671,27,0,0,1,0,1,0,21,32,30,0,0,0,1,Low,35,30,86,83,18,92,203,7,Good
Poondurai,2023-05-11,Village Road,Weekend,Fog,2596,3488,1253,521,1651,982,809,517,367,354,305,67,268,2,Major,68,256,187,10,5,167,86,1,0,0,1,1,0,20,49,34,0,1,0,0,High,47,33,120,41,26,88,247,4,Average
Perundurai,2023-05-12,SH,Weekday,Rainy,1918,884,1285,309,2916,1898,1431,648,373,79,806,24,138,0,Major,83,226,94,24,2,1198,24,0,0,0,0,0,0,13,4,23,0,0,1,1,High,63,8,132,48,27,89,251,5,Poor
Ammapet,2023-05-13,NH,Weekday,Hot,1640,3479,2760,911,4192,1773,1303,283,395,333,478,57,15,2,Minor,86,135,197,8,2,854,53,1,0,0,0,1,0,22,4,33,1,1,0,0,High,55,44,30,87,25,58,318,7,Average
Erode,2023-05-14,SH,Weekday,Hot,2908,3383,1617,939,1726,512,481,730,367,165,292,55,162,3,Minor,98,269,83,10,4,368,40,0,0,0,1,0,0,20,20,32,0,1,0,1,Medium,97,39,62,87,28,91,332,3,Poor
Chennimalai,2023-05-15,Village Road,Weekday,Cloudy,2046,811,2366,319,3621,482,1487,469,22,30,389,24,166,3,Major,72,240,53,27,3,958,47,0,1,1,1,0,0,49,117,28,0,0,0,1,Low,40,29,140,60,19,58,103,1,Poor
Nambiyur,2023-05-16,City Road,Weekend,Fog,1564,1615,601,1081,4725,607,902,793,389,203,351,29,134,1,Minor,77,287,152,21,3,478,19,1,0,1,1,1,1,25,9,24,0,1,0,0,Medium,40,22,44,64,24,87,192,1,Average
Modakurichi,2023-05-17,SH,Weekend,Clear,1959,750,2150,839,2920,1367,1116,199,107,527,886,16,232,2,Major,56,208,65,23,3,1196,73,0,1,1,1,1,0,1,112,34,0,1,1,1,High,79,14,83,56,12,56,235,9,Good
Chennimalai,2023-05-18,City Road,Weekend,Clear,962,980,1714,690,3227,1719,1393,224,193,163,203,32,270,2,,69,92,82,28,5,642,62,0,0,1,1,1,0,39,39,30,0,0,1,0,Low,50,21,133,87,21,48,347,3,Poor
Ammapet,2023-05-19,City Road,Weekday,Rainy,1718,3270,1219,528,1592,2404,279,325,291,167,808,38,251,2,,81,278,195,26,5,348,53,0,1,1,1,0,0,38,20,27,1,0,1,1,High,60,22,85,62,18,77,144,9,Poor
Ammapet,2023-05-20,City Road,Weekday,Clear,2475,1025,1486,407,2100,1603,883,702,202,379,851,51,164,1,,67,224,63,21,2,915,98,1,1,0,0,1,0,46,9,37,0,1,1,0,Medium,33,17,47,68,19,73,107,2,Poor
Anthiyur,2023-05-21,SH,Weekend,Cloudy,2397,2340,2800,1494,1783,424,1819,790,243,158,758,35,182,0,Minor,82,279,68,14,3,858,30,1,1,0,0,0,1,11,51,27,1,0,0,1,Medium,38,29,66,99,23,67,396,1,Good
Modakurichi,2023-05-22,NH,Weekday,Rainy,1308,2311,1191,1066,3058,2463,1268,577,33,322,557,51,162,3,Minor,67,79,198,23,3,955,94,0,0,1,0,0,1,0,22,23,0,1,1,0,Low,97,30,148,64,13,89,68,4,Poor
Poondurai,2023-05-23,NH,Weekend,Clear,2381,1925,964,904,2647,1187,897,211,366,581,175,50,64,4,,75,79,83,21,5,1192,93,0,0,1,1,1,0,37,6,21,0,1,1,1,Medium,58,25,84,99,23,42,248,4,Poor
Modakurichi,2023-05-24,NH,Weekend,Clear,888,2088,3895,970,3052,991,720,274,396,246,396,63,285,1,Minor,91,199,156,27,1,699,18,1,1,1,1,0,1,16,68,22,0,1,0,1,Medium,99,39,111,43,22,73,331,4,Good
Thalavadi,2023-05-25,Village Road,Weekend,Cloudy,1335,1569,2482,1377,1697,779,1373,358,289,177,401,23,149,1,Minor,61,286,130,8,2,821,19,1,0,0,1,1,0,37,66,22,0,0,0,1,High,77,33,72,66,12,81,161,9,Average
Arachalur,2023-05-26,NH,Weekday,Hot,572,3198,2415,1338,3273,2007,1426,320,101,478,680,39,224,0,,95,92,92,6,1,122,42,0,1,0,0,1,0,30,2,41,1,0,0,1,High,81,38,76,91,5,59,61,5,Good
Alangiyam,2023-05-27,Village Road,Weekend,Clear,2046,2057,2683,238,2580,1255,528,341,331,469,804,57,88,1,,56,265,162,25,4,813,45,1,1,0,0,0,0,38,70,23,1,0,0,1,High,84,11,140,80,25,85,236,5,Average
Poondurai,2023-05-28,NH,Weekend,Clear,2764,2277,3448,234,2247,2017,1258,663,254,594,485,52,31,1,Minor,82,87,191,19,1,266,40,0,0,1,0,1,1,14,66,20,0,1,0,0,Medium,75,38,108,40,24,95,123,2,Poor
Thalavadi,2023-05-29,City Road,Weekend,Fog,499,3420,2592,1124,1131,479,736,449,344,147,518,56,55,2,Major,62,293,160,15,2,1043,39,1,0,1,1,1,1,34,28,21,1,1,1,1,Medium,80,42,62,55,12,63,51,6,Average
Nambiyur,2023-05-30,NH,Weekday,Rainy,2053,704,2489,933,4477,534,616,58,358,82,827,18,159,2,Major,54,204,177,18,1,143,22,1,0,0,1,0,1,25,37,21,0,1,1,0,Low,55,12,100,80,26,55,339,9,Average
Perundurai,2023-05-31,SH,Weekend,Fog,2415,682,3272,672,806,373,1176,778,354,371,101,45,100,1,Major,79,142,111,21,5,1182,53,0,0,0,0,1,1,29,63,41,1,1,1,1,Low,48,33,41,79,6,44,204,1,Poor
Sathyamangalam,2023-06-01,Village Road,Weekday,Hot,981,2848,2378,1128,3460,909,1856,371,74,192,892,21,213,2,Minor,76,233,193,7,4,730,58,0,0,0,0,0,1,23,5,27,0,0,1,1,Medium,86,41,130,90,5,72,285,2,Average
Anthiyur,2023-06-02,City Road,Weekday,Clear,1642,3201,1068,606,4999,876,648,788,110,325,208,68,279,4,Minor,96,105,164,8,3,86,16,0,0,1,0,0,1,15,22,27,0,0,1,1,High,78,38,121,72,6,84,288,8,Poor
Anthiyur,2023-06-03,SH,Weekend,Clear,1163,2617,2474,1466,2992,2279,323,676,54,227,851,16,152,4,,81,247,196,10,2,197,28,0,0,0,1,1,1,1,79,23,1,0,1,0,Low,46,7,121,50,26,55,259,4,Poor
Nambiyur,2023-06-04,NH,Weekday,Cloudy,916,900,1006,665,2525,597,1283,288,348,473,736,48,89,0,Major,55,156,75,8,3,720,97,0,0,0,0,1,1,49,31,39,0,0,0,0,Medium,63,7,87,88,5,72,309,5,Poor
Anthiyur,2023-06-05,NH,Weekday,Fog,2059,1757,836,604,4276,474,799,372,240,482,124,42,69,3,Major,64,177,44,16,2,629,16,1,0,0,1,1,0,36,81,39,1,1,1,0,Low,70,24,83,86,11,87,33,7,Poor
Erode,2023-06-06,NH,Weekend,Rainy,1676,2345,2757,875,1546,844,1477,702,243,107,673,34,79,3,Major,51,74,82,26,3,463,56,1,0,1,1,0,1,13,7,21,1,0,0,1,Low,90,10,148,52,21,65,161,3,Average
Gobichettipalayam,2023-06-07,Village Road,Weekend,Hot,2574,1980,2109,534,1397,1718,586,567,82,179,171,20,239,2,Major,52,211,174,29,5,664,19,0,1,0,1,1,1,32,78,27,1,1,1,0,High,47,9,142,69,6,65,286,8,Good
Nambiyur,2023-06-08,SH,Weekend,Fog,484,2973,3354,1015,905,1495,1213,443,123,258,285,47,82,3,Minor,56,290,120,12,4,458,36,0,1,0,0,1,1,31,74,20,0,1,1,1,Medium,79,27,57,99,9,95,185,9,Good
Nasiyanur,2023-06-09,City Road,Weekday,Clear,869,3128,1103,1191,4394,1399,1887,57,128,135,351,65,217,3,,59,297,80,12,2,1104,75,0,1,0,1,0,0,43,118,39,1,1,1,1,Medium,71,10,117,53,24,75,174,8,Average
Punjai Puliyampatti,2023-06-10,SH,Weekend,Fog,662,625,2039,226,1354,891,286,209,347,163,795,53,158,4,Major,74,288,175,27,5,389,63,0,0,1,0,1,0,38,24,32,0,0,1,0,High,52,11,52,72,10,70,297,9,Average
Sathyamangalam,2023-06-11,Village Road,Weekend,Hot,635,2800,3591,481,3046,994,1489,522,351,117,362,51,109,3,Minor,52,206,81,14,5,554,75,1,1,1,1,1,1,42,56,25,1,1,0,0,High,99,27,98,50,13,77,265,9,Poor
Kodumudi,2023-06-12,Village Road,Weekday,Hot,1305,1825,1907,378,4942,2137,669,196,382,362,591,39,244,2,Major,78,251,114,16,1,1094,87,0,1,0,0,1,1,37,79,26,0,1,1,0,Low,65,29,84,91,6,47,20,5,Poor
Arachalur,2023-06-13,SH,Weekend,Fog,2488,2071,3449,598,1773,1977,1470,376,143,84,524,37,139,2,,57,85,76,22,3,654,27,0,1,0,0,1,1,43,105,22,1,0,1,1,Low,32,15,122,68,23,74,320,3,Good
Nasiyanur,2023-06-14,NH,Weekday,Cloudy,772,2339,3465,1467,1747,444,1347,639,149,411,673,65,168,1,,68,228,169,13,1,787,41,1,1,1,0,0,0,16,63,30,0,0,1,1,Low,57,33,96,83,27,44,155,2,Poor
Kavindapadi,2023-06-15,SH,Weekend,Hot,381,2112,1285,551,1930,2200,885,304,192,104,833,66,92,3,Minor,90,258,145,29,4,371,15,1,0,0,1,1,0,9,79,31,1,1,1,1,High,48,16,56,79,20,60,299,6,Good
Nambiyur,2023-06-16,Village Road,Weekend,Hot,2814,834,2665,773,3259,1647,932,179,65,56,365,31,229,2,,77,297,145,16,4,1071,86,1,1,1,0,1,1,26,102,36,1,0,1,0,Low,56,36,72,88,5,69,118,8,Good
Bhavani,2023-06-17,NH,Weekend,Cloudy,569,3382,2527,1159,2949,1224,1366,579,148,94,799,29,296,3,Major,94,172,134,11,3,1159,80,1,0,0,0,1,0,42,15,22,0,1,0,0,Medium,44,8,91,64,11,69,92,5,Good
Perundurai,2023-06-18,Village Road,Weekday,Cloudy,765,1219,2772,950,2625,1508,1406,311,233,530,402,34,242,1,Major,66,252,75,15,3,754,32,0,1,0,1,1,1,4,100,36,1,0,0,1,Medium,34,25,140,65,25,52,337,4,Good
Alangiyam,2023-06-19,NH,Weekday,Rainy,776,2944,1002,417,4611,992,1683,367,46,238,473,51,133,2,Minor,92,271,151,17,5,176,65,0,0,0,1,1,0,10,100,29,0,1,1,0,Low,97,14,91,84,14,52,236,7,Good
Kodumudi,2023-06-20,SH,Weekday,Cloudy,1040,3437,1295,982,4744,1808,258,393,318,414,635,65,69,0,,70,55,124,12,2,538,48,1,0,0,0,0,1,20,107,20,1,0,0,0,Low,37,18,66,86,16,47,119,2,Good
Solar,2023-06-21,NH,Weekend,Cloudy,1805,3291,3703,255,3700,1612,1894,445,174,162,426,56,103,2,,80,198,194,25,4,419,96,0,0,0,1,1,1,43,44,28,0,0,1,0,Medium,66,35,57,64,14,72,58,4,Good
Kavindapadi,2023-06-22,Village Road,Weekday,Clear,904,948,774,664,2414,1517,1211,665,76,45,294,39,13,2,,63,162,163,16,5,675,17,0,1,0,1,1,1,11,58,41,0,0,1,0,High,67,35,124,47,21,63,312,2,Average
Thalavadi,2023-06-23,Village Road,Weekday,Fog,1362,3451,1695,272,2701,1159,1764,751,160,299,169,42,51,3,Minor,76,285,153,23,1,338,70,0,1,0,0,1,0,13,118,39,1,1,0,0,Medium,57,25,52,48,21,92,189,3,Good
Ammapet,2023-06-24,Village Road,Weekday,Cloudy,1910,1986,2779,1204,855,1490,179,183,62,178,201,61,80,3,,60,231,50,12,4,982,71,1,0,0,0,0,0,1,37,33,1,1,1,1,Medium,68,7,103,54,19,91,340,9,Good
Nasiyanur,2023-06-25,City Road,Weekday,Rainy,856,3190,940,713,1004,2209,645,458,108,264,179,35,105,3,,74,90,126,25,3,340,83,1,1,1,0,1,0,18,21,38,1,1,1,1,High,92,21,41,93,7,65,138,8,Good
Chennimalai,2023-06-26,SH,Weekday,Fog,445,1278,1145,483,1518,2201,1824,685,308,221,235,43,28,1,Major,57,186,88,20,4,518,91,1,0,0,0,0,1,18,85,29,0,1,0,1,High,73,34,80,53,27,49,113,4,Poor
Sivagiri,2023-06-27,SH,Weekday,Rainy,1511,2080,1115,1371,4376,2435,1868,442,243,492,510,51,59,0,,69,277,199,25,1,615,64,0,0,1,0,1,1,24,90,26,1,0,0,0,High,99,20,104,54,23,48,258,6,Good
Nasiyanur,2023-06-28,NH,Weekday,Fog,2556,2749,1193,239,4979,1552,1925,218,299,425,858,39,139,2,Minor,57,59,113,7,2,332,40,0,0,1,1,0,1,29,105,36,0,0,1,0,Low,54,9,140,53,15,62,53,4,Poor
Bhavani Sagar,2023-06-29,City Road,Weekday,Hot,917,2957,2546,971,2625,1925,889,363,205,239,526,56,230,1,,96,191,180,21,3,144,19,0,1,1,0,0,0,28,97,33,0,1,1,0,Medium,54,31,82,97,27,56,84,4,Average
Kavindapadi,2023-06-30,NH,Weekday,Clear,1222,1466,2980,1341,3098,736,1053,416,175,58,649,47,290,1,Major,77,183,185,21,2,518,94,0,1,0,1,1,1,17,70,34,1,1,0,0,Low,72,13,72,56,28,97,98,4,Poor
Bhavani,2023-07-01,City Road,Weekend,Fog,341,1351,2331,234,2900,744,945,627,278,457,772,63,282,3,,56,156,112,8,1,422,21,1,0,0,1,0,1,37,69,31,0,0,1,1,Medium,57,9,129,95,13,55,252,6,Good
Modakurichi,2023-07-02,NH,Weekday,Fog,2799,1438,1339,737,4273,2401,420,261,152,532,302,25,182,0,Minor,53,172,69,24,1,109,75,0,0,1,1,1,1,27,22,36,1,1,0,0,Medium,81,22,49,66,10,68,201,5,Poor
Arachalur,2023-07-03,Village Road,Weekday,Cloudy,2323,1386,1505,1250,4608,1410,1490,297,227,95,450,59,233,3,Minor,60,240,124,27,3,564,10,0,0,1,0,0,1,6,51,20,1,0,1,0,Medium,97,31,53,77,13,70,44,5,Poor
Erode,2023-07-04,NH,Weekday,Cloudy,384,1558,1518,668,3837,2216,1401,578,399,451,802,52,211,4,,76,288,101,17,3,950,56,1,0,0,1,0,1,41,45,23,0,0,0,1,Medium,51,11,66,51,12,58,246,5,Poor
Chennimalai,2023-07-05,Village Road,Weekday,Hot,408,1265,3497,467,4443,1173,1321,544,344,84,637,47,106,4,Major,70,220,98,7,4,940,63,0,0,1,1,0,0,44,56,38,0,0,0,1,Low,78,17,51,60,13,97,172,4,Average
Thalavadi,2023-07-06,Village Road,Weekday,Cloudy,1120,826,3279,566,1436,1820,1551,75,254,69,114,20,33,3,Major,98,134,166,14,4,84,70,1,0,1,0,1,0,3,94,39,1,0,1,0,Low,72,41,86,93,22,86,260,1,Poor
Vellode,2023-07-07,SH,Weekday,Fog,1899,2235,3678,919,4370,905,720,124,149,409,514,41,286,1,,68,235,91,14,4,1124,47,0,1,0,1,0,1,41,12,22,0,1,1,1,Low,50,42,110,75,16,84,291,8,Average
Vellode,2023-07-08,City Road,Weekday,Cloudy,999,1046,1604,489,4852,2454,1701,470,197,585,389,63,127,0,Major,53,169,146,11,4,837,46,1,0,1,0,0,1,23,92,26,0,0,0,1,High,56,20,127,97,5,57,39,9,Average
Bhavani Sagar,2023-07-09,NH,Weekday,Hot,1246,3250,2837,1021,4518,2052,1455,597,235,100,851,35,91,4,Major,99,182,86,7,1,162,59,0,1,0,0,0,0,2,18,27,0,1,1,0,Low,43,14,102,93,26,73,268,7,Average
Punjai Puliyampatti,2023-07-10,SH,Weekend,Cloudy,929,2204,2530,288,4681,1247,295,60,387,240,201,54,123,0,Minor,91,246,61,6,4,302,36,1,1,0,1,0,1,31,56,29,1,1,0,1,Medium,57,9,65,64,18,77,198,2,Good
Perundurai,2023-07-11,Village Road,Weekday,Rainy,795,1903,3994,417,1827,1509,1607,704,364,229,96,25,182,0,,84,144,120,18,4,989,36,1,0,1,1,1,0,4,78,34,1,1,0,0,Low,63,20,140,60,16,46,395,4,Good
Ammapet,2023-07-12,City Road,Weekend,Hot,1201,3380,1752,343,1981,1169,543,402,198,310,524,63,158,4,,78,135,136,14,2,56,37,1,1,1,1,1,1,40,91,33,1,1,1,0,Low,94,24,149,46,5,70,263,3,Good
Thalavadi,2023-07-13,Village Road,Weekday,Rainy,2515,2369,2626,274,4516,1778,1409,695,89,222,340,33,251,3,,82,179,152,25,1,737,19,0,1,1,1,1,1,14,87,20,0,0,0,0,Low,69,14,71,42,14,55,142,2,Good
Vellode,2023-07-14,SH,Weekday,Rainy,632,2340,3878,597,3750,1156,1255,485,41,302,750,24,256,1,Major,73,83,159,17,2,93,18,1,0,0,1,0,1,10,73,39,1,0,0,0,Medium,99,15,139,91,9,55,353,3,Poor
Solar,2023-07-15,SH,Weekday,Fog,2597,1391,1187,1123,3054,466,390,701,84,460,742,65,168,1,,92,228,121,27,2,84,15,0,0,1,0,1,0,11,64,32,1,1,1,0,High,54,18,48,95,7,48,233,3,Average
Chennimalai,2023-07-16,City Road,Weekend,Cloudy,2472,1596,2896,1127,3390,1090,673,90,212,142,152,41,272,2,Major,46,271,53,20,1,987,97,1,0,1,1,1,1,41,20,40,0,0,1,0,Medium,43,42,58,75,5,85,309,1,Average
Anthiyur,2023-07-17,NH,Weekday,Rainy,2046,1119,2961,920,2485,2498,674,288,144,161,449,22,208,3,Minor,94,282,161,13,3,258,55,1,1,1,0,1,1,34,56,41,0,1,0,1,Medium,34,35,32,76,12,76,213,7,Average
Anthiyur,2023-07-18,Village Road,Weekday,Fog,2557,1024,2351,1375,4509,424,166,682,230,364,743,39,193,4,,55,195,166,10,3,526,23,1,0,0,1,0,1,16,43,22,0,1,0,1,Low,61,14,62,67,22,53,203,1,Poor
Sivagiri,2023-07-19,SH,Weekend,Hot,828,3439,2959,230,3013,1377,919,126,138,252,325,26,116,3,Major,45,244,177,19,1,57,45,1,0,0,0,1,0,6,37,21,0,1,0,0,Medium,94,26,99,45,17,73,243,2,Poor
Kodumudi,2023-07-20,NH,Weekend,Fog,1960,989,2058,293,4352,398,519,84,160,575,586,54,33,1,,47,275,173,22,4,429,92,0,1,0,1,1,1,44,50,23,1,0,0,1,High,86,29,137,99,5,89,73,8,Average
Punjai Puliyampatti,2023-07-21,NH,Weekday,Rainy,952,479,1465,1161,961,2384,1488,277,25,45,295,37,209,0,Major,89,108,108,24,4,316,70,0,0,1,0,1,0,18,107,41,0,0,1,1,Low,74,19,85,49,26,91,179,4,Good
Nambiyur,2023-07-22,Village Road,Weekend,Clear,1002,1784,830,213,4312,1483,1243,748,234,574,632,51,72,1,Minor,56,238,115,7,5,963,43,0,0,0,0,1,0,36,87,40,0,1,0,0,High,81,37,132,72,28,83,336,5,Good
Vellode,2023-07-23,Village Road,Weekend,Fog,898,630,1548,856,1246,450,164,496,115,142,128,43,46,3,,95,211,198,6,4,386,28,0,0,0,1,0,0,36,32,37,0,1,0,1,Low,41,20,74,51,13,85,242,5,Average
Erode,2023-07-24,Village Road,Weekday,Rainy,1449,3244,3327,346,4754,641,156,438,362,55,261,63,69,3,Minor,97,78,103,22,4,131,30,1,0,1,0,0,1,11,16,38,1,0,1,1,Low,74,6,130,81,26,49,397,3,Good
Punjai Puliyampatti,2023-07-25,SH,Weekend,Fog,725,894,1635,1176,3529,854,1264,554,268,233,556,46,44,1,Minor,90,82,141,9,2,218,36,0,0,1,0,1,1,33,91,22,0,1,0,1,High,93,25,130,66,29,43,56,5,Good
Sathyamangalam,2023-07-26,Village Road,Weekend,Cloudy,852,1209,3910,893,962,1306,375,665,82,63,514,24,133,2,Major,55,123,46,12,5,962,79,1,1,1,0,1,0,9,1,37,1,1,0,1,High,48,24,41,91,24,85,215,7,Average
Arachalur,2023-07-27,SH,Weekday,Rainy,2435,2808,751,818,2878,1723,1814,574,332,511,705,53,34,4,Major,50,212,182,22,3,972,55,1,0,0,0,1,0,31,88,27,0,0,1,0,High,41,25,65,60,10,44,231,6,Good
Thalavadi,2023-07-28,Village Road,Weekend,Hot,2640,3181,1228,1188,3982,986,867,498,278,114,380,64,193,0,,48,270,99,23,4,1149,13,0,1,0,1,1,0,29,39,35,1,0,0,1,Medium,99,33,52,49,16,87,64,4,Average
Poondurai,2023-07-29,City Road,Weekend,Fog,1692,3133,1518,330,1520,642,1099,517,117,157,275,16,151,0,Major,79,260,119,19,3,501,70,1,1,0,1,0,0,32,45,34,0,1,1,1,High,99,39,86,41,15,40,184,6,Good
Sathyamangalam,2023-07-30,City Road,Weekday,Fog,1413,1664,3470,986,3939,205,1038,409,25,577,179,57,164,0,,54,103,116,10,4,367,85,1,1,1,1,0,0,33,38,38,1,0,0,1,Medium,64,24,143,80,12,83,77,3,Poor
Kodumudi,2023-07-31,NH,Weekend,Hot,361,2012,1387,1187,1626,1835,1652,59,101,86,761,35,50,3,Major,48,109,68,26,1,479,43,1,1,0,1,1,1,0,2,30,1,0,1,0,High,61,44,148,47,23,65,24,4,Average
